,0
41065,shes dead
41066,no its just a freak of technology but whatever did this to her whatever killed her id like a word with that
41067,hang on
41068,spoilers
41069,professor river song university of
41070,again spoilers chicken and a bit of salad knock yourself out
41071,what of it
41072,why
41073,what are you talking about are you just talking rubbish do you know him or dont you
41074,so why dont you know me where am i in the future
41075,what do you mean most planets not earth
41076,if they were on earth wed know
41077,every shadow
41078,so what do we do
41079,run run where
41080,doctor the little shop they always make you go through the little shop on the way out so they can sell you stuff
41081,okay lets move it  he heads towards the shop but the doctor spots something
41082,why
41083,what do i do
41084,were not leaving you dave
41085,on the floor by my bag
41086,but doctor we havent got any helmets
41087,how are we safe
41088,we can increase the mesh density dial it up four hundred percent make it a tougher meal
41089,gotcha
41090,its a screwdriver
41091,yeah i know snap
41092,what are we doing we shopping is it a good time to shop
41093,what are you doing
41094,you dont have a suit so youre in just as much danger as i am and im not leaving you
41095,shut up mister lux
41096,no no but look its gone
41097,hey who turned out the lights
41098,i cant see a ruddy thing
41099,whats going on why cant i see is the power gone are we safe here
41100,im fine im okay im fine
41101,doctor dont
41102,excuse me
41103,doesnt move very fast does it
41104,see that wall behind you duck
41105,everybody out go go go move it move move move it move move
41106,sweetie
41107,so whats the plan do we have a plan
41108,yeah you gave it to me
41109,im not anyone
41110,whats the plan
41111,take her home yeah we need to get a shift on
41112,well maybe the coordinates have slipped the equipment heres ancient
41113,donna noble has left the library donna noble has been saved
41114,donna noble has left the library donna noble has been saved
41115,can i just say what a pleasure it is to see you fully integrated
41116,ok weve got a clear spot in in in right in the centre in the middle of the light quickly dont let your shadows cross doctor
41117,theres no lights here sunsets coming we cant stay long have you found a live one
41118,okay okay weve got a hot one watch your feet
41119,whats wrong with it
41120,then use the red settings
41121,well use the dampers
41122,it will do one day
41123,yeah
41124,i didnt pluck it from your cold dead hands if thats what youre worried about
41125,listen to me youve lost your friend youre angry i understand but you need to be less emotional doctor right now
41126,there are five people in this room still alive focus on that dear god youre hard work young
41127,are we good doctor are we good
41128,good
41129,its not real it was built as part of the library its just a doctor moon
41130,a virus checker it supports and maintains the main computer at the core of the planet
41131,doctor
41132,that was her that was your friend can you get her back what was that
41133,keeping it together im only crying im about to die its not an overreaction
41134,oh god theyve got inside
41135,do you think they can be fooled like that
41136,just about
41137,what
41138,what is it
41139,yeah so
41140,hey who turned out the lights
41141,yes you do i am what is left of miss evangelista
41142,its a carnivorous swarm in a suit you cant reason with it
41143,hey who turned out the lights
41144,hey who turned out the lights
41145,we should go doctor
41146,we did not
41147,we did not
41148,we did not come here
41149,we come from here
41150,we hatched here
41151,these are our forests
41152,these are our forests
41153,we should go doctor
41154,we should go doctor
41155,we should go doctor
41156,you know when you see a photograph of someone you know but its from years before you knew them and its like theyre not quite finished theyre not done yet well yes the doctors here he came when i called just like he always does but not my doctor now my doctor ive seen whole armies turn and run away and hed just swagger off back to his tardis and open the doors with a snap of his fingers the doctor in the tardis next stop everywhere
41157,it does for the doctor
41158,yeah some day
41159,wheres other dave
41160,well if theyve taken him why havent they gotten me yet
41161,its making a difference all right no ones ever going to see my face again
41162,an old age would be nice anything you can do
41163,doctor when we first met you you didnt trust professor song and then she whispered a word in your ear and you did my life so far i could do with a word like that what did she say give a dead girl a break your secrets are safe with me
41164,what
41165,doctor
41166,no dont tell you mustnt tell
41167,it tried to teleport four thousand twenty two people
41168,it saved them
41169,mummy whats wrong with the sky
41170,shut up doctor moon
41171,we need to stop this weve got to save cal
41172,we need to get to the main computer ill show you
41173,gravity platform
41174,no please no please no no no no no
41175,was that a child
41176,doctor these readings
41177,shes not in the computer in a way she is the computer the main command node this is cal
41178,because shes family cal charlotte abigail lux my grandfathers youngest daughter she was dying so he built her a library and put her living mind inside with a moon to watch over her and all of human history to pass the time any era to live in any book to read she loved books more than anything and he gave her them all he asked only that she be left in peace a secret not a freak show
41179,this is only half a life of course but its for ever
41180,the shadows i have to i have to save have to save
41181,then why didnt she tell us
41182,autodestruct in ten minutes
41183,difficult itll kill you stone dead
41184,itll burn out both your hearts and dont think youll regenerate
41185,doctor
41186,oh i hate you sometimes
41187,what about the vashta nerada
41188,so you think theyre just going to let us go
41189,youre going to make em an offer
41190,how long have you known
41191,these are our forests we are not kind
41192,these are our forests they are our meat
41193,oh anita
41194,autodestruct in two minutes
41195,oh and im not allowed to have a career i suppose
41196,spoilers
41197,you wouldnt have a chance and neither do i im timing it for the end of the countdown therell be a blip in the command flow that way it should improve our chances of a clean download
41198,theres nothing you can do
41199,if you die here itll mean ive never met you
41200,not those times not one line dont you dare its okay its okay its not over for you youll see me again youve got all of that to come you and me time and space you watch us run
41201,autodestruct in ten
41202,nine eight seven
41203,please be patient only three can teleport at a time do not state your intended destination until you arrive in your designated slot
41204,there wasnt even anyone called lee in the library that day i suppose he could have had a different name out here but lets be honest he wasnt real was he
41205,i made up the perfect man gorgeous adores me and hardly able to speak a word whats that say about me
41206,are you all right
41207,is all right special time lord code for really not all right at all
41208,because im all right too
41209,your friend professor song she knew you in the future but she didnt know me what happens to me because when she heard my name the way she looked at me
41210,spoilers right
41211,what have you done
41212,i said no
41213,oh im safe it says in the brochure this glass is fifteen feet thick  doctor
41214,well not a date oh you know what i mean oh get off     donna
41215,thats the headphones for channels one to thirty six modem link for 3d vidgames complimentary earplugs complimentary slippers complimentary juice pack and complimentary peanuts i must warn you some products may contain nuts
41216,enjoy your trip
41217,im sorry
41218,hobbes professor winfold hobbes
41219,its my fourteenth time
41220,i do apologise ladies and gentlemen and variations thereupon we seem to had a failure of the entertainment system
41221,weve got four hours of this four hours of just sitting here
41222,it was a concept
41223,im just a secondyear student but i wrote a paper on the lost moon of poosh professor hobbes read it liked it took me on as researcher just for the holidays well i say researcher most of the time hes got me fetching and carrying but its all good experience
41224,find what
41225,oh no not yet
41226,poosh
41227,no its just me
41228,no im still getting used to it ive found myself single rather recently not by choice
41229,oh the usual she needed her own space as they say a different galaxy in fact i reckon thats enough space dont you
41230,oh whats this chicken or beef
41231,oh his imagination here we go
41232,no im sorry sir i could you please
41233,sorry if you could return to your seat sir
41234,were stabilising the engine feeds wont take long
41235,we just stopped look all systems fine everythings working but were not moving
41236,claude im the mechanic trainee
41237,ive sent a distress signal they should dispatch a rescue truck top speed
41238,about an hour
41239,its a hundred percent xtonic out there wed be vaporised
41240,wow
41241,look at all those diamonds poisoned by the sun noone can ever touch them
41242,just about forty kliks to the west
41243,no its a new one the computer worked it out on automatic
41244,did you just no sorry its nothing
41245,just there that ridge like like a shadow just just for a second
41246,look look there it is there it is look there
41247,like just something shifting something sort of dark like it was running
41248,what did they say did they tell you what is it whats wrong
41249,my father was a mechanic micropetrol doesnt stabilise what does stabilise mean
41250,so its not the engines
41251,how much air have we got
41252,what did he say
41253,he started it
41254,oh er its just that well the airs on a circular filter so we could stay breathing for ten years
41255,were out in the open nothing could fall against the sides
41256,sir you really should get back to your seat
41257,biff dont
41258,it did it three times
41259,its coming for me oh its coming for me its coming for me its coming for me its coming for me
41260,you all right okay
41261,theyve been ripped up
41262,joe claude
41263,what are you doing
41264,the cabin cant be gone
41265,but if it gets separated
41266,doctor look at her
41267,why wont she turn around
41268,silvestry mrs sky silvestry
41269,it was heading for her
41270,sky
41271,are you all right
41272,are you hurt
41273,you dont have to talk
41274,im trying to help
41275,my names the doctor
41276,okay can you stop
41277,all right now stop it this isnt funny
41278,my names jethro
41279,jethro leave it just shut up
41280,why are you repeating
41281,what is that learning
41282,copying
41283,absorbing
41284,im telling you whatever your name is
41285,doctor
41286,what were you saying to her
41287,do we have a deal
41288,oh look at that im ahead of you
41289,i think its moved
41290,i think its letting me go
41291,yes yes its me
41292,im coming back listen
41293,its me
41294,look at me i can move
41295,i can feel again
41296,im coming back to life
41297,and look at him he cant move
41298,help me
41299,professor
41300,get me away from him
41301,please
41302,oh thank you
41303,oh it was so cold
41304,i couldnt breathe
41305,im sorry
41306,i must have scared you so much
41307,its inside his head
41308,it killed the driver
41309,and the mechanic
41310,and now it wants us
41311,hes waited so long
41312,in the dark
41313,and the cold
41314,and the diamonds
41315,until you came
41316,bodies so hot
41317,with blood
41318,and pain
41319,thats how he does it
41320,he makes you fight
41321,creeps into your head
41322,and whispers
41323,listen
41324,just listen
41325,thats him
41326,inside
41327,yes
41328,throw him out
41329,get rid of him
41330,now
41331,cast him out
41332,into the sun
41333,and the night
41334,do it
41335,do it now
41336,faster
41337,thats the way
41338,you can do it
41339,throw him out
41340,allonsy
41341,shes taken his voice
41342,the emptiness
41343,the midnight sky
41344,one two three four five six
41345,i said it was her     voice
41346,what do you think it was
41347,do you think its still out there  well youd better tell them this lot
41348,cant imagine you without a voice
41349,molto bene
41350,id rather have a water
41351,you were so strong what are you what will you be what will you be
41352,oh god
41353,i cant remember its slipping away you know like when you try and think of a dream and it just sort of goes
41354,hold on you said parallel worlds are sealed off
41355,how do you mean
41356,just goes with the job i suppose
41357,dont be so daft im nothing special
41358,she said that
41359,that woman i cant remember
41360,no but she said the stars she said the stars are going out
41361,no but she said it was all worlds every world she said the darkness is coming even here
41362,i dont know
41363,she was blonde
41364,i dont know
41365,but she told me to warn you she said two words
41366,doctor what is it whats bad wolf
41367,saturday
41368,so i just met rose tyler
41369,but shes locked away in a parallel world
41370,the thing is doctor no matter whats happening and im sure its bad i get that but rose is coming back isnt that good
41371,what the hell was that
41372,but were in space how did that happen what did you do
41373,but if the earths been moved theyve lost the sun what about my mum and granddad theyre dead arent they are they dead
41374,thats my family my whole world
41375,so what do we do
41376,from where
41377,so go on then what is the shadow proclamation anyway
41378,sco bo tro no flo jo ko fo to to
41379,time lords are the stuff of legend they belong in the myths and whispers of the higher species you cannot possibly exist
41380,then youre not as wise as the stories would say the picture is far bigger than you imagine the whole universe is in outrage doctor twenty four worlds have been taken from the sky
41381,locations range far and wide but all disappeared at the exact same moment leaving no trace
41382,yes yes hang on but theres the adipose breeding planet too miss foster said that was lost but that mustve been a long time ago
41383,what did you do
41384,oi dont get all spaceman what does it mean
41385,who could design such a thing
41386,i mean the loss that is yet to come god save you
41387,well how should i know er no i dont think so no
41388,although there were the bees disappearing
41389,on earth we had these insects some people said it was pollution or mobile phone signals
41390,back home where
41391,are you saying bees are aliens
41392,the tandocca scale
41393,and find the earth well stop talking and do it
41394,then according to the strictures of the shadow proclamation i will have to seize your transport and your technology
41395,the planets were stolen with hostile intent we are declaring war doctor right across the universe and you will lead us into battle
41396,youre my last hope if we cant find donna cant find the doctor where is he
41397,what do you mean is that good or bad where are we
41398,so where are the twenty seven planets
41399,all telephone networks combined             mr smith
41400,can we follow it
41401,find me doctor find me
41402,the network to mask your transmission keep going  dalek
41403,twenty seven planets and theres the earth but why couldnt we see them
41404,thats my girl  jack
41405,supreme one this subwave network i would address it give me access
41406,weve lost them
41407,doctor its all right were were in the tardis were safe
41408,emergency temporal shift took him back into the time war itself
41409,new daleks    davros
41410,like a ghost town
41411,just the darkness is coming
41412,ive got you it missed you look its me doctor
41413,hi
41414,what do you mean what happens next
41415,when hes dying his er his body it repairs itself it changes but you cant
41416,what the hell
41417,youre still you
41418,temporal prison initiated
41419,you said these planets were like an engine but what for
41420,one by one we looked up at the sky and they were just dying basically weve been building this er this travel machine this this er dimension cannon so i could well so i could
41421,but why me i mean what have i ever done im a temp from chiswick
41422,doctor you will step forth or die
41423,youve got extrapolator shielding
41424,it needs another twenty minutes and anyway im not leaving
41425,went down with the power loss
41426,yeah
41427,oh god
41428,behold doctor behold the might of the true dalek race
41429,this is time lord treachery
41430,nevertheless the tardis is a weapon and it will be destroyed
41431,the crucible has a heart of zneutrino energy the tardis will be deposited into the core
41432,the female and the tardis will perish together observe the last child of gallifrey is powerless
41433,the tardis has been destroyed now tell me doctor what do you feel anger sorrow despair
41434,jack oh my god oh no
41435,they killed him
41436,escort them to the vault
41437,excellent even when powerless a time lord is best contained
41438,it is time we talked doctor after so very long
41439,we have an arrangement
41440,so very full of fire is he not and to think you crossed entire universes striding parallel to parallel to find him again
41441,what is that thing
41442,this i have foreseen in the wild and the wind the doctor will be here as witness at the end of everything the doctor and his precious children of time and one of them will die
41443,i have seen at the time of ending the doctors soul will be revealed
41444,we will discover it together our final journey because the ending approaches the testing begins
41445,its the planets the twenty seven planets
41446,the stars are going out
41447,send transmission to the vault continue to monitor    martha
41448,the children of time will gather and one of them will die
41449,ive got the osterhagen key leave this planet and its people alone
41450,the osterhagen key is to be used if the suffering of the human race is so great so without hope that this becomes the final option
41451,ive got a warp star wired into the mainframe    jack
41452,transformed into murderers i made the daleks doctor you made this
41453,already i have seen them sacrifice today for their beloved doctor the earth woman who fell opening the subwave network
41454,its the crucible or the earth    dalek 3
41455,guard them on your knees all of you surrender
41456,universal reality detonation in two hundred rels
41457,brilliant
41458,doctor ive got it but i dont know what to do
41459,how comes there are two of you
41460,phwor macrotransmission of a kfilter wavelength blocking dalek weaponry in a selfreplicating energy blindfold matrix
41461,part human oh yes that was a twoway biological metacrisis half doctor half donna
41462,but thats brilliant
41463,ready and reverse
41464,ha
41465,i cant tell you what im thinking right now
41466,but you promised me dalek caan why did you not foresee this
41467,like i was saying feel this
41468,i am the doctor maximising dalekanium power feeds blasting them back
41469,there goes the time lock
41470,sarah jane rose jackie jack mickey
41471,but what about the earth its stuck in the wrong part of space
41472,gwen cooper
41473,yes all the way back to the eighteen hundreds
41474,oh yeah
41475,whats that for
41476,luke hes called luke and the computers called mister smith
41477,yes yes
41478,no no no let me k9 out you come     k9
41479,well thats the point
41480,you know im not sure about unit these days maybe theres something else you could be doing
41481,well im not stupid i can work out what happens next and hey i had a good time in that parallel world but my gran passed away nice and peaceful she spent her last years living in a mansion theres nothing there for me now certainly not rose
41482,oh thought id got rid of you
41483,hold on this is the parallel universe right
41484,no but i spent all that time trying to find you im not going back now
41485,you made me
41486,but hes not you
41487,together
41488,but its still not right because the doctors still you
41489,all right both of you answer me this when i last stood on this beach on the worst day of my life what was the last thing you said to me go on say it
41490,yeah and how was that sentence going to end
41491,i thought we could try the planet felspoon just because what a good name felspoon apparently its got mountains that sway in the breeze mountains that move can you imagine
41492,because its in your head and if its in your head its in mine
41493,oh my god
41494,yeah
41495,because there cant be i want to stay
41496,i was going to be with you forever
41497,the rest of my life travelling in the tardis the doctor donna no oh my god i cant go back dont make me go back doctor please please dont make me go back
41498,no
41499,that must be her donna
41500,donna donna
41501,but shell get better now
41502,all those wonderful things she did
41503,but the whole worlds talking about it we travelled across space
41504,no she was
41505,she still is shes my daughter
41506,i was asleep on my bed in my clothes like a flipping kid what do you let me do that for dont mind me donna
41507,how thick do you think i am planets tell you what that was dumbo thats those two for one lagers you gets down the offy because you fancy that little man in there with the goatee ha ha yes you do ive seen you
41508,yeah see you i tell you what though youre wasting your time with that one because susie mair she went on that dating site and she saw him no no no no listen listen this is important susie mair wouldnt lie not unless it was about calories ha ha ha
41509,oh doctor what about you now whove you got i mean all those friends of yours
41510,ill watch out for you sir
41511,no no no but every night doctor when it gets dark and the stars come out ill look up on her behalf ill look up at the sky and think of you
41512,oh tidings of comfort and joy comfort and joy oh tidings
41513,christmas eve sir
41514,you thick or something
41515,year of our lord 1851 sir
41516,doctor
41517,dont be stupid who are you
41518,right then dont worry stand back what have we got here then
41519,im the doctor simply the doctor the one the only and the best rosita give me the sonic screwdriver
41520,now quickly get back to the tardis
41521,if you could stand back sir this is a job for a time lord
41522,ive been hunting this beast for a good fortnight now step back sir
41523,excellent now then lets pull this timorous beastie down to earth
41524,i might be in a little bit of trouble
41525,perhaps if you could pull
41526,then i suggest you let go sir
41527,no should i have we met this is hardly the right time for me to go through my social calendar argh
41528,but evidently we did not oh i should introduce rosita my faithful companion always telling me off
41529,huh now ill have to go and dismantle the traps all that for nothing and weve only got twenty minutes till the funeral dont forget then back to the tardis right
41530,oh long story not my own not yet oh im not as young as i was
41531,when i was who
41532,not at all
41533,youre gabbling sir now might i ask who are you exactly
41534,modesty forbids me to agree with you sir but yes yes i am
41535,how do you know that
41536,great swathes of my life have been stolen away when i turn my mind to the past theres nothing
41537,since the cybermen masters of that hellish wallscuttler and old enemies of mine now at work in london town you wont believe this mister smith but they are creatures from another world
41538,its said they fell onto london out of the sky in a blaze of light and they found me something was taken and something was lost what was i like in the past
41539,its strange though i talk of cybermen from the stars and you dont blink mister smith
41540,youre a very odd man
41541,oh the funeral the funerals at two oclock its been a pleasure mister smith dont breathe a word of it
41542,its far dangerous rest assured i shall keep this city safe oh and er merry christmas mister smith
41543,the doctors companion does what the doctor says off you go
41544,how did you get in
41545,yes id be lost without it
41546,well er it makes a noise thats sonic isnt it now since were acting like common burglars i suggest we get out of plain view
41547,it started with a murder
41548,mr jackson lake a teacher of mathematics from sussex he came to london three weeks ago and died a terrible death
41549,its hard to say his body was never found but then it started more secret murders then abductions children stolen away in silence
41550,the latest murder the reverend aubrey fairchild found with burns to his forehead like some advanced form of electrocution
41551,you ask a lot of questions
41552,the reverend was the pillar of the community a member of many parish boards a keen advocate of childrens charities
41553,its funny i seem to be telling you everything as though you engendered some sort of trust you seem familiar mister smith i know your face but how
41554,is that important
41555,it was more for decoration
41556,it could even seem to be organic but unlike any organism of the natural world shush whats that noise
41557,im fine
41558,ive seen one of these before i was holding this device the night i lost my mind the night i regenerated the cybermen they made me change my mind my face my whole self and you were there who are you
41559,then i beg you john help me
41560,delete the doctor will be deleted  cyberman 2
41561,delete
41562,delete
41563,delete
41564,delete
41565,delete
41566,i did that last time
41567,you told them you were the doctor why did you do that
41568,youre trying to take away the only thing ive got like they did they stole something something so precious but i cant remember what happened to me what did they do
41569,oh shes ready come on
41570,a temporary base until we rout the enemy the tardis is magnificent but its hardly a home
41571,in the yard
41572,are you whistling again
41573,thats another mans property
41574,come now rosita with all the things a time lord has seen everything hes lost he may surely have bad dreams
41575,but how is that significant
41576,there she is my transport through time and space the tardis
41577,tardis t a r d i s it stands for tethered aerial release developed in style do you see
41578,glad to be of service sir
41579,not just yet i think one day i will ascend one day soon
41580,i can depart in the tardis once london is safe and finally when im up there think of it john the time and the space
41581,with every moment
41582,mister cole mister scoones mister fetch and mister milligan you have your instructions and the court of the cyberking is waiting first of all lets just see a little test turn right turn left and face me oh i could do this forever but now set about your appointed tasks and bring them to me
41583,i fought them i know that but what happened
41584,but hes dead jackson lake is dead the cybermen murdered him
41585,but im the doctor
41586,thats you
41587,i am nothing but a lie
41588,and what else tell me what else
41589,i demand you tell me sir tell me what they took
41590,caroline they killed my wife they killed her
41591,but what is it whats that noise
41592,what is it whats happening thats mister cole hes master of the hazel street workhouse maybe hes taking them to prayers
41593,they all need a good whipping if you ask me theres tons of them ive just seen another lot coming down from the ingleby workhouse down broadback lane
41594,theres dozens of them
41595,thats the door to the sluice all the sewage runs through there straight into the thames
41596,so what do we have here
41597,oh but they wouldnt hurt me my fine boys they are my knights in shining armour quite literally
41598,you can be quiet i doubt he paid you to talk more importantly who are you sir with such intimate knowledge of my companions
41599,incorrect you do not correspond to our image of the doctor
41600,the core has been damaged this infostamp would damage cyberunits
41601,you are the doctor
41602,you will be deleted
41603,what are children ever needed for theyre a workforce
41604,very soon now the whole empire will see and they will bow down in worship
41605,hartigan yes the perfect day for a birth with a new message for the people only this time it wont be the words of a man
41606,shades shades
41607,one last thing
41608,get off me i said get off tell your masters were not waiting till dawn the cyberking will rise tonight
41609,im ahead of you my wife and i were moving to london so i could take up a post at the university and while my memory is still not intact this was in the luggage the deeds fifteen latimer street and if i discovered the cybermen there in the cellar then
41610,theres still more i remember the cellar and my wife but i swear there was something else in that room if we can find that perhaps thats the key to defeating these invaders so onwards
41611,delete
41612,i dont think so i just cant see its like its hidden
41613,what do the cybermen want
41614,what is it
41615,we can set them free
41616,its going wrong
41617,diagnosis system failure you will be removed from the processor
41618,when it reaches a hundred what about the children
41619,power levels now at one hundred percent delete the workforce       cyberman 3
41620,all of you come on as fast as you can come on
41621,go
41622,come on come on keep running keep running
41623,thats my son my son doctor my son
41624,they took my son no wonder my mind escaped those damned cybermen they took my child but hes alive doctor frederick
41625,what are we going to do doctor what are we going to do
41626,its under the water theres something in the thames
41627,come on doctor hurry up
41628,and a cyberking is what
41629,my people why do they not rejoice
41630,but where are you going
41631,but i should be with you
41632,what the hell is that thing sir
41633,im not going out there
41634,er all right what do you want me to do
41635,youre flaming bonkers sir
41636,ever flown one of these before
41637,can i have my money now
41638,excellent the doctor yet another man come to assert himself against me in the night
41639,i dont need you to sanction me
41640,i have the world below and it is abundant with so many minds ready to become extensions of me why would i leave this place
41641,what do you make of me sir an idiot
41642,destroy him
41643,then i have made you a failure your weapons are useless sir
41644,but its going to fall
41645,the city will recover as london always does though the events of today will be history spoken of for centuries to come
41646,and a new history begins for me i find myself a widower but with my son and with a good friend
41647,frederick will need a nursemaid and i can think of none better but youre welcome to join us we thought we might all dine together at the travellers halt a christmas feast in celebration and in memory of those we have lost you wont stay
41648,oh and this is it oh oh if i might doctor one last adventure
41649,oh oh my word oh oh goodness me well but this is but this is nonsense
41650,oh oh gracious thats quite enough i take it this is goodbye
41651,tell me one thing all those facts and figures i saw of the doctors life you were never alone all those bright and shining companions but not any more
41652,might i ask why not
41653,that offer of christmas dinner its no longer a request its a demand in memory of those weve lost
41654,really
41655,the feast awaits come with me walk this way
41656,youre just in time mate
41657,shes on the bus shes on the kevin get the car its definitely her come on move it jackson follow that bus
41658,tango one eight three up at the far end sir ive sealed off the exit theres no way out over
41659,the voices so many voices calling to us calling so far
41660,fascinating
41661,excuse me do you mind
41662,cant you turn that thing off
41663,christina
41664,its gone right in front of me the bus has just gone
41665,ready for every emergency
41666,and whats your name
41667,name not rank
41668,surname
41669,youre called the doctor
41670,thats not a name thats a psychological condition
41671,well it wouldnt be its sand
41672,hold on a minute i saw you mate you had that thing that machine did you make this happen
41673,but then where is it theres nothing theres just sand
41674,so what youre saying is on the other side of that is home we can get to london through there
41675,well then what are we waiting for
41676,im going home mate
41677,dennison er i think were out of our depth here we need experts get me unit emergency code one
41678,but if we can only travel back inside the bus a faraday cage needs to be closed that things been ripped wide open
41679,then we have to drive five tons of bus which is currently buried in the sand and weve got nothing but our bare hands correct
41680,then we need to apply ourselves to the problem with discipline which starts with appointing a leader
41681,i dont think anythings safe any more but if its a choice between baking in there or roasting out here id say baking is slower come on all of you right now and you the doctor
41682,point five the crucial thing is do not panic quite apart from anything else the smell of sweat inside this thing is reaching atrocious levels we dont need to add any more point six team identification names im christina this man is apparently the doctor
41683,excellent memorise those names there might be a test point seven assessment and application of knowledge over to you the doctor
41684,i am and a good leader utilises her strength you seem to be the brainbox so start boxing
41685,no it wasnt that thing the doorway someone made it for a reason
41686,no but we win ten pounds every week twice a week ten pounds dont tell me thats not a gift
41687,four
41688,something something is coming riding on the wind and shining
41689,stop whimpering all of you
41690,doesnt matter now does it
41691,just home
41692,me and mike and suzanne thats my daughter shes eighteen
41693,dont know going round tinas
41694,not yet
41695,bit strapped for cash i lost my job last week i was going to stay in and watch tv
41696,its his turn tonight then i clear up
41697,chops nice couple of chops and gravy nothing special
41698,i was going so far away
41699,hey
41700,here we go
41701,let some air out of the tyres just a little bit it spreads the weight of the bus gives you more grip against the sand
41702,with this
41703,i cant find the keys
41704,right hold on oh ive got it here we go hold tight ding ding
41705,me i did a two week nvq at the garage never finished it but
41706,wait a minute youre the man with all the answers im not letting you out of my sight
41707,where i go it goes
41708,you can talk lets just say were two equal mysteries
41709,we dont make any sort of couple thank you very much come on then tell me if carmens right if that wormholes not an accident then what is it has someone done this on purpose
41710,and do you think we can
41711,that must be nice its christina de souza to be precise lady christina de souza
41712,no but theres something more about you that device you were carrying and the wormhole like you knew and the way you stride around this place like
41713,like youre not quite
41714,oui mais pas si nous allons vers un cauchemar
41715,storm clouds must be hundreds of miles away
41716,if thats a sand storm well get ripped to shreds
41717,youre hardly going to get a signal were on another planet
41718,this is the unified intelligence taskforce please select one of the following four options if you want to
41719,if you keep your finger pressed on zero you get through to a real person i saw it on watchdog
41720,this is captain erisa magambo might i say sir
41721,here have you sustained any more fatalities
41722,hello doctor
41723,the doctor cor blimey i cant believe im actually speaking to you i mean ive read all the files
41724,on speakerphone please i dont want anyone keeping secrets
41725,well ive probably got the wrong idea but ive wired up an integrator i thought it could measure
41726,fifteen malcolms its my own little term a wavelength parcel of ten kilohertz operating in four dimensions equals one malcolm
41727,well it didnt do mister watt any harm furthermore one hundred malcolms equals a bernard  doctor
41728,no no no no but listen i set the scanner to register what it cant detect and inverted the image
41729,the doctor called me a genius  magambo i know i heard       doctor
41730,theres something in those clouds something shining look
41731,they devour
41732,doctor
41733,you speak the language
41734,that means move
41735,these fly things they must be responsible they brought us here
41736,thats how i like things extreme
41737,ill remember that as im being slowly tortured at least im bleeding on the floor of a really well designed spaceship
41738,still sounds like gibberish to me
41739,its the bus number two hundred they mean the bus
41740,what are they doing
41741,what as simple as that
41742,and thats us were on another world
41743,i know but seeing it like that
41744,by waste matter you mean
41745,charming just remind me never to kiss them
41746,thats amazing but youve seen this sort of thing before havent you
41747,youre an alien
41748,you look human
41749,so if thats san helios all we need to do is find that city they can help us
41750,but its sand that first image the temples and things whats that then ancient history
41751,it became a desert in one year
41752,but ive got sand in my hair thats dead people oh thats disgusting oh
41753,what is it whats wrong doctor tell me  nathan
41754,and whats he saying
41755,its a swarm millions of them
41756,how far away is that swarm
41757,theyre heading for earth
41758,so they make the wormholes
41759,but how they dont exactly look like technicians and if the wormhole belongs to them why are they a hundred miles away
41760,and the wormholes getting bigger
41761,metal
41762,those things are going to turn the entire earth into a desert so why exactly are you smiling
41763,the thing is doctor youre missing the obvious we came here through the wormhole yes but our tritovore friends didnt they came here to trade with san helios therefore the question is why did they crash
41764,which means no idea
41765,what you can use the crystal to move the bus
41766,how does a crystal drive a bus
41767,nothing yet
41768,not a dickie bird so let me get this right you need that crystal then consider it done
41769,the aristocracy survives for a reason were ready for anything
41770,i decide when i stop thank you
41771,well done
41772,oh dont you wish
41773,yes sir
41774,no stranger than you spaceman
41775,and was she right do you zoom about the place in a rocket
41776,excuse me a gentleman never goes through a ladys possessions
41777,i like to think i liberated it
41778,daddy lost everything invested his fortune in the icelandic banks
41779,i take it you disapprove
41780,what the blazes was that
41781,too late i can see it
41782,what does that mean
41783,one of the creatures
41784,its not moving i think its injured
41785,i tend to have that effect almost there
41786,ive got it
41787,what the hell was that is this place safe its the creature its not dead
41788,do you mean if theres more on board
41789,come back to earth well find you a home
41790,doctor
41791,so what does that crystal do
41792,oh i risked my life for that
41793,but what are the clamps for do they turn the wheels
41794,funnily enough
41795,would that be a compressed burst of feedback on a
41796,that wormhole is now measuring ten miles and growing i need to know the exact nature
41797,section three armed
41798,and how do you do that
41799,oh no you dont
41800,hey hey use this
41801,it is gold
41802,its over a thousand years old worth eighteen million pounds promise me youll be careful
41803,right now soldier
41804,do as he says what are you doing
41805,its a miracle
41806,doctor theyre coming         christina
41807,oh no no no               doctor
41808,well what do i do
41809,i dont believe it guns that work
41810,arms down
41811,welcome back if you could step away from the bus just to be safe as fast as you can thank you its standard procedure we need to screen you and then youll all be taken to debriefing
41812,doctor
41813,doctor i salute you whether you like it or not now i take it were safe from those things
41814,ill see what i can do and ive got something for you
41815,found in the gardens of buckingham palace
41816,now ive got three dead alien stingrays to clear up i dont suppose you fancy helping with the paperwork
41817,till we meet again doctor
41818,little blue box just like you said right then off we go come on doctor show me the stars
41819,what
41820,but i saved your life and you saved mine
41821,were surrounded by police ill go to prison
41822,but you were right its not about the money i only steal things for the adventure and today with you i want more days like this i want every day to be like this were made for each other you said so yourself the perfect team why not
41823,doctor you take care now
41824,no but you be careful because your song is ending sir
41825,open the door ill add resisting arrest
41826,im charging you too aiding and abetting
41827,we couldve been so good together
41828,talk faster  emily
41829,i expect better of you ed now get back to work all of you
41830,state your name rank and intention
41831,if we could cut the chat everyone
41832,oh youd like that
