,x,y
40662,10 add 51,61
40663,8 add 16,24
40664,33 subtract 67,-34
40665,22 minus 75,-53
40666,69 minus 57,12
40667,20 minus 41,-21
40668,74 minus 59,15
40669,67 minus 48,19
40670,13 add 69,82
40671,77 add 44,121
40672,48 plus 44,92
40673,20 plus 27,47
40674,40 subtract 39,1
40675,87 plus 72,159
40676,54 subtract 84,-30
40677,82 subtract 87,-5
40678,21 plus 8,29
40679,42 subtract 26,16
40680,29 add 20,49
40681,32 plus 58,90
40682,62 minus 40,22
40683,77 add 94,171
40684,85 add 95,180
40685,30 minus 20,10
40686,84 minus 48,36
40687,98 subtract 54,44
40688,63 subtract 58,5
40689,92 subtract 48,44
40690,81 subtract 91,-10
40691,71 subtract 9,62
40692,27 plus 42,69
40693,1 add 67,68
40694,77 add 76,153
40695,44 add 67,111
40696,52 add 75,127
40697,32 minus 46,-14
40698,83 minus 30,53
40699,27 subtract 18,9
40700,27 plus 45,72
40701,78 subtract 68,10
40702,68 subtract 2,66
40703,57 add 38,95
40704,33 subtract 95,-62
40705,83 plus 59,142
40706,9 add 82,91
40707,14 add 17,31
40708,34 subtract 97,-63
40709,55 subtract 12,43
40710,83 plus 98,181
40711,85 plus 3,88
40712,35 plus 42,77
40713,72 subtract 33,39
40714,46 subtract 40,6
40715,53 add 47,100
40716,64 plus 66,130
40717,18 plus 26,44
40718,83 plus 67,150
40719,49 subtract 3,46
40720,86 subtract 52,34
40721,53 subtract 17,36
40722,95 minus 69,26
40723,93 add 62,155
40724,55 minus 90,-35
40725,44 add 88,132
40726,37 add 60,97
40727,84 subtract 51,33
40728,75 subtract 32,43
40729,46 plus 69,115
40730,19 minus 35,-16
40731,36 plus 16,52
40732,79 plus 96,175
40733,64 subtract 58,6
40734,85 minus 67,18
40735,62 plus 13,75
40736,87 minus 83,4
40737,93 minus 59,34
40738,3 plus 100,103
40739,17 subtract 59,-42
40740,22 plus 40,62
40741,50 plus 64,114
40742,63 subtract 98,-35
40743,64 plus 28,92
40744,89 plus 86,175
40745,8 minus 76,-68
40746,87 plus 9,96
40747,34 add 5,39
40748,70 minus 54,16
40749,81 plus 79,160
40750,53 subtract 78,-25
40751,59 plus 73,132
40752,39 subtract 79,-40
40753,66 add 56,122
40754,95 subtract 40,55
40755,85 add 54,139
40756,5 subtract 27,-22
40757,90 plus 16,106
40758,4 add 91,95
40759,14 add 28,42
40760,4 add 28,32
40761,93 subtract 62,31
40762,20 subtract 67,-47
40763,29 plus 48,77
40764,53 add 25,78
40765,43 plus 61,104
40766,12 plus 15,27
40767,56 add 71,127
40768,71 plus 59,130
40769,23 minus 99,-76
40770,86 plus 90,176
40771,85 minus 43,42
40772,52 add 36,88
40773,96 plus 28,124
40774,30 plus 85,115
40775,77 plus 91,168
40776,42 subtract 82,-40
40777,15 add 5,20
40778,61 subtract 9,52
40779,54 subtract 20,34
40780,24 add 20,44
40781,44 plus 73,117
40782,62 add 68,130
40783,93 plus 16,109
40784,59 add 34,93
40785,11 subtract 36,-25
40786,13 plus 96,109
40787,15 subtract 98,-83
40788,13 minus 29,-16
40789,9 minus 52,-43
40790,22 minus 32,-10
40791,23 subtract 9,14
40792,87 minus 44,43
40793,40 add 14,54
40794,35 minus 31,4
40795,6 minus 91,-85
40796,63 plus 73,136
40797,3 minus 88,-85
40798,86 minus 100,-14
40799,52 subtract 36,16
40800,33 add 81,114
40801,47 minus 20,27
40802,96 minus 61,35
40803,10 plus 89,99
40804,69 minus 75,-6
40805,1 add 33,34
40806,38 add 27,65
40807,75 add 76,151
40808,65 subtract 15,50
40809,5 minus 79,-74
40810,39 minus 50,-11
40811,36 plus 7,43
40812,51 add 23,74
40813,46 add 16,62
40814,34 subtract 48,-14
40815,44 subtract 27,17
40816,92 subtract 36,56
40817,94 add 67,161
40818,34 subtract 51,-17
40819,78 minus 65,13
40820,32 minus 16,16
40821,82 subtract 38,44
40822,40 minus 46,-6
40823,32 add 87,119
40824,91 subtract 89,2
40825,58 plus 70,128
40826,64 plus 93,157
40827,43 minus 5,38
40828,61 plus 64,125
40829,32 add 34,66
40830,55 subtract 69,-14
40831,98 minus 62,36
40832,60 add 11,71
40833,66 minus 94,-28
40834,78 minus 25,53
40835,53 subtract 83,-30
40836,79 subtract 30,49
40837,16 subtract 53,-37
40838,3 minus 32,-29
40839,63 add 67,130
40840,52 subtract 75,-23
40841,96 subtract 49,47
40842,50 add 29,79
40843,16 minus 59,-43
40844,53 subtract 22,31
40845,67 minus 8,59
40846,45 minus 99,-54
40847,79 add 23,102
40848,80 add 86,166
40849,4 minus 87,-83
40850,28 subtract 52,-24
40851,20 subtract 9,11
40852,48 add 5,53
40853,21 add 71,92
40854,90 subtract 78,12
40855,59 plus 77,136
40856,92 add 29,121
40857,46 subtract 41,5
40858,60 plus 2,62
40859,86 subtract 28,58
40860,33 subtract 86,-53
40861,54 subtract 83,-29
40862,43 plus 60,103
40863,23 plus 99,122
40864,86 minus 91,-5
40865,55 add 71,126
40866,24 minus 33,-9
40867,41 minus 12,29
40868,55 minus 89,-34
40869,10 minus 74,-64
40870,81 plus 75,156
40871,37 subtract 7,30
40872,31 minus 75,-44
40873,27 subtract 73,-46
40874,33 minus 30,3
40875,38 minus 33,5
40876,54 add 77,131
40877,43 add 84,127
40878,21 minus 62,-41
40879,16 minus 36,-20
40880,86 plus 31,117
40881,2 plus 87,89
40882,58 plus 34,92
40883,20 subtract 94,-74
40884,97 plus 4,101
40885,75 subtract 84,-9
40886,55 subtract 39,16
40887,58 subtract 98,-40
40888,49 add 68,117
40889,70 subtract 94,-24
40890,94 subtract 87,7
40891,34 subtract 22,12
40892,12 subtract 34,-22
40893,86 subtract 78,8
40894,51 minus 97,-46
40895,82 subtract 29,53
40896,19 minus 55,-36
40897,1 add 50,51
40898,6 minus 72,-66
40899,100 plus 17,117
40900,86 plus 92,178
40901,69 subtract 53,16
40902,41 minus 99,-58
40903,10 plus 23,33
40904,8 minus 71,-63
40905,79 subtract 31,48
40906,97 plus 5,102
40907,45 minus 21,24
40908,63 plus 88,151
40909,12 plus 39,51
40910,9 minus 86,-77
40911,78 plus 18,96
40912,97 subtract 30,67
40913,11 minus 6,5
40914,8 plus 84,92
40915,13 plus 85,98
40916,27 plus 4,31
40917,64 subtract 96,-32
40918,89 plus 78,167
40919,7 subtract 81,-74
40920,26 plus 68,94
40921,92 subtract 50,42
40922,68 plus 21,89
40923,60 add 69,129
40924,89 plus 24,113
40925,4 minus 72,-68
40926,72 plus 64,136
40927,95 plus 27,122
40928,73 subtract 26,47
40929,39 subtract 44,-5
40930,99 subtract 96,3
40931,44 add 72,116
40932,35 subtract 36,-1
40933,100 minus 69,31
40934,58 plus 21,79
40935,15 plus 59,74
40936,27 plus 5,32
40937,34 plus 94,128
40938,2 subtract 10,-8
40939,24 minus 15,9
40940,2 minus 70,-68
40941,59 add 27,86
40942,84 minus 49,35
40943,44 subtract 5,39
40944,80 subtract 58,22
40945,71 plus 83,154
40946,62 plus 20,82
40947,69 subtract 29,40
40948,72 minus 67,5
40949,81 add 69,150
40950,1 add 43,44
40951,14 minus 11,3
40952,99 plus 62,161
40953,26 plus 20,46
40954,75 subtract 67,8
40955,48 add 12,60
40956,93 add 57,150
40957,80 add 68,148
40958,5 minus 26,-21
40959,70 add 3,73
40960,80 plus 73,153
40961,10 add 56,66
40962,58 add 3,61
40963,43 minus 29,14
40964,9 plus 12,21
40965,73 subtract 8,65
40966,55 subtract 64,-9
40967,84 add 96,180
40968,9 minus 33,-24
40969,48 minus 17,31
40970,91 subtract 47,44
40971,6 minus 91,-85
40972,65 subtract 9,56
40973,45 minus 39,6
40974,74 subtract 64,10
40975,54 minus 3,51
40976,28 add 30,58
40977,91 plus 74,165
40978,70 subtract 92,-22
40979,4 minus 36,-32
40980,66 add 38,104
40981,79 subtract 56,23
40982,7 minus 53,-46
40983,91 add 92,183
40984,64 minus 78,-14
40985,35 minus 24,11
40986,8 plus 8,16
40987,3 add 57,60
40988,48 minus 23,25
40989,17 minus 79,-62
40990,82 plus 81,163
40991,37 minus 51,-14
40992,82 plus 37,119
40993,54 minus 19,35
40994,75 add 20,95
40995,83 subtract 15,68
40996,15 minus 49,-34
40997,8 add 66,74
40998,61 subtract 40,21
40999,3 minus 36,-33
41000,78 plus 6,84
41001,10 add 33,43
41002,7 add 81,88
41003,68 plus 79,147
41004,47 plus 90,137
41005,78 add 23,101
41006,81 add 48,129
41007,53 subtract 84,-31
41008,94 subtract 61,33
41009,94 minus 38,56
41010,38 add 25,63
41011,34 subtract 36,-2
41012,97 minus 40,57
41013,4 plus 31,35
41014,15 add 83,98
41015,64 subtract 47,17
41016,6 plus 92,98
41017,73 minus 71,2
41018,61 subtract 37,24
41019,72 plus 95,167
41020,76 minus 14,62
41021,14 subtract 64,-50
41022,95 minus 91,4
41023,90 add 58,148
41024,42 add 3,45
41025,51 subtract 12,39
41026,66 plus 58,124
41027,66 minus 54,12
41028,41 add 81,122
41029,56 minus 67,-11
41030,2 plus 37,39
41031,59 plus 99,158
41032,68 minus 83,-15
41033,19 subtract 91,-72
41034,11 minus 23,-12
41035,49 minus 90,-41
41036,17 plus 7,24
41037,76 minus 88,-12
41038,82 subtract 39,43
41039,6 add 23,29
41040,76 plus 77,153
41041,47 minus 53,-6
41042,12 minus 5,7
41043,8 plus 80,88
41044,37 add 4,41
41045,56 add 51,107
41046,56 plus 100,156
41047,64 add 68,132
41048,18 subtract 86,-68
41049,85 minus 36,49
41050,73 subtract 87,-14
41051,14 plus 87,101
41052,95 subtract 25,70
41053,26 plus 86,112
41054,44 add 8,52
41055,53 minus 18,35
41056,82 subtract 3,79
41057,67 plus 66,133
41058,65 add 48,113
41059,76 plus 53,129
41060,33 minus 61,-28
41061,78 subtract 19,59
41062,33 add 90,123
41063,37 add 79,116
41064,15 add 22,37
41065,7 plus 48,55
41066,13 minus 87,-74
41067,23 add 10,33
41068,12 add 16,28
41069,16 minus 46,-30
41070,89 subtract 44,45
41071,22 add 73,95
41072,11 minus 6,5
41073,13 add 82,95
41074,65 minus 85,-20
41075,7 subtract 46,-39
41076,55 plus 56,111
41077,17 subtract 93,-76
41078,88 plus 72,160
41079,88 subtract 72,16
41080,70 subtract 36,34
41081,53 add 61,114
41082,99 add 96,195
41083,91 minus 8,83
41084,55 minus 9,46
41085,89 subtract 78,11
41086,81 subtract 22,59
41087,73 minus 96,-23
41088,99 minus 34,65
41089,97 add 29,126
41090,66 minus 97,-31
41091,99 plus 59,158
41092,56 plus 21,77
41093,59 plus 81,140
41094,65 subtract 24,41
41095,28 subtract 80,-52
41096,98 plus 2,100
41097,46 minus 30,16
41098,2 add 80,82
41099,92 add 57,149
41100,60 plus 9,69
41101,27 minus 8,19
41102,4 minus 15,-11
41103,70 subtract 14,56
41104,39 minus 64,-25
41105,80 minus 9,71
41106,29 plus 20,49
41107,7 plus 23,30
41108,1 add 89,90
41109,86 minus 6,80
41110,55 subtract 50,5
41111,63 minus 61,2
41112,1 subtract 38,-37
41113,98 plus 42,140
41114,11 subtract 34,-23
41115,13 add 81,94
41116,70 subtract 9,61
41117,87 add 61,148
41118,26 plus 19,45
41119,81 minus 96,-15
41120,75 plus 19,94
41121,18 plus 42,60
41122,33 plus 45,78
41123,70 minus 43,27
41124,12 minus 36,-24
41125,33 subtract 74,-41
41126,44 minus 24,20
41127,26 subtract 12,14
41128,98 minus 85,13
41129,20 plus 59,79
41130,53 minus 51,2
41131,49 minus 1,48
41132,98 plus 92,190
41133,10 plus 8,18
41134,85 add 93,178
41135,58 plus 5,63
41136,39 add 89,128
41137,75 subtract 96,-21
41138,83 minus 86,-3
41139,80 add 38,118
41140,38 minus 94,-56
41141,22 plus 33,55
41142,41 plus 81,122
41143,39 subtract 45,-6
41144,92 subtract 9,83
41145,2 plus 76,78
41146,53 subtract 38,15
41147,79 add 34,113
41148,20 add 11,31
41149,18 plus 99,117
41150,35 minus 10,25
41151,88 plus 62,150
41152,39 subtract 40,-1
41153,57 subtract 5,52
41154,32 add 43,75
41155,2 minus 97,-95
41156,79 subtract 90,-11
41157,71 plus 48,119
41158,31 add 35,66
41159,98 minus 81,17
41160,30 add 56,86
41161,75 minus 54,21
41162,50 subtract 72,-22
41163,27 plus 75,102
41164,15 plus 98,113
41165,43 minus 48,-5
41166,32 minus 62,-30
41167,41 subtract 60,-19
41168,30 add 84,114
41169,74 plus 3,77
41170,78 subtract 2,76
41171,89 subtract 99,-10
41172,91 subtract 76,15
41173,93 add 66,159
41174,99 minus 69,30
41175,8 minus 8,0
41176,49 subtract 45,4
41177,51 minus 10,41
41178,100 plus 98,198
41179,31 subtract 70,-39
41180,29 minus 97,-68
41181,29 minus 6,23
41182,58 add 63,121
41183,11 subtract 90,-79
41184,96 subtract 69,27
41185,14 subtract 23,-9
41186,46 add 94,140
41187,6 plus 49,55
41188,77 add 51,128
41189,9 subtract 1,8
41190,90 minus 76,14
41191,50 plus 69,119
41192,4 plus 34,38
41193,48 minus 12,36
41194,95 minus 37,58
41195,34 plus 96,130
41196,67 add 31,98
41197,28 add 1,29
41198,87 add 67,154
41199,84 subtract 62,22
41200,8 minus 23,-15
41201,98 subtract 9,89
41202,11 minus 38,-27
41203,97 plus 33,130
41204,17 add 76,93
41205,84 add 53,137
41206,93 add 91,184
41207,50 subtract 6,44
41208,6 plus 56,62
41209,64 add 20,84
41210,73 subtract 30,43
41211,47 subtract 8,39
41212,48 subtract 68,-20
41213,65 add 98,163
41214,60 plus 52,112
41215,16 plus 53,69
41216,14 subtract 23,-9
41217,54 add 42,96
41218,44 plus 66,110
41219,67 add 68,135
41220,44 subtract 39,5
41221,80 add 35,115
41222,62 minus 3,59
41223,66 plus 92,158
41224,53 subtract 93,-40
41225,35 minus 14,21
41226,52 minus 58,-6
41227,92 subtract 53,39
41228,55 add 32,87
41229,34 plus 64,98
41230,28 subtract 80,-52
41231,56 plus 41,97
41232,63 minus 23,40
41233,11 subtract 77,-66
41234,96 plus 7,103
41235,27 plus 35,62
41236,62 add 28,90
41237,45 add 39,84
41238,82 add 28,110
41239,8 subtract 60,-52
41240,9 plus 30,39
41241,84 subtract 58,26
41242,15 subtract 2,13
41243,84 add 27,111
41244,68 plus 12,80
41245,35 add 60,95
41246,19 subtract 82,-63
41247,76 add 69,145
41248,7 add 68,75
41249,4 add 38,42
41250,35 add 41,76
41251,22 add 44,66
41252,25 add 62,87
41253,63 subtract 57,6
41254,85 add 44,129
41255,23 minus 7,16
41256,27 minus 12,15
41257,57 plus 6,63
41258,7 subtract 62,-55
41259,66 minus 20,46
41260,96 minus 77,19
41261,72 add 63,135
41262,49 plus 48,97
41263,75 plus 74,149
41264,83 minus 54,29
41265,43 subtract 15,28
41266,9 subtract 6,3
41267,70 subtract 91,-21
41268,28 add 59,87
41269,35 plus 70,105
41270,93 minus 25,68
41271,84 add 88,172
41272,68 subtract 4,64
41273,91 plus 48,139
41274,22 subtract 47,-25
41275,54 add 31,85
41276,85 add 14,99
41277,69 subtract 73,-4
41278,15 plus 28,43
41279,51 subtract 43,8
41280,95 minus 5,90
41281,56 plus 47,103
41282,17 subtract 86,-69
41283,38 plus 44,82
41284,39 plus 42,81
41285,19 subtract 44,-25
41286,99 subtract 5,94
41287,77 subtract 9,68
41288,29 plus 27,56
41289,44 add 72,116
41290,18 minus 72,-54
41291,34 minus 55,-21
41292,84 plus 61,145
41293,78 minus 75,3
41294,39 plus 79,118
41295,15 plus 8,23
41296,58 add 97,155
41297,77 add 90,167
41298,30 add 24,54
41299,26 minus 26,0
41300,19 plus 72,91
41301,69 add 18,87
41302,88 add 97,185
41303,4 subtract 90,-86
41304,58 plus 28,86
41305,25 add 61,86
41306,67 add 87,154
41307,85 minus 92,-7
41308,41 plus 85,126
41309,93 add 11,104
41310,56 subtract 56,0
41311,64 minus 61,3
41312,7 add 75,82
41313,90 minus 35,55
41314,34 minus 40,-6
41315,9 minus 34,-25
41316,62 minus 82,-20
41317,4 add 73,77
41318,99 minus 33,66
41319,92 plus 97,189
41320,11 minus 80,-69
41321,3 minus 37,-34
41322,18 minus 87,-69
41323,8 plus 55,63
41324,66 add 53,119
41325,24 subtract 17,7
41326,46 plus 67,113
41327,91 minus 18,73
41328,69 plus 59,128
41329,97 add 75,172
41330,95 plus 58,153
41331,49 minus 24,25
41332,86 subtract 100,-14
41333,83 add 51,134
41334,12 plus 8,20
41335,45 plus 72,117
41336,80 add 94,174
41337,69 plus 36,105
41338,23 minus 40,-17
41339,72 add 39,111
41340,13 plus 34,47
41341,52 add 100,152
41342,6 minus 99,-93
41343,53 minus 76,-23
41344,7 minus 68,-61
41345,4 plus 29,33
41346,27 add 63,90
41347,54 subtract 80,-26
41348,10 plus 95,105
41349,38 minus 9,29
41350,50 plus 67,117
41351,98 minus 23,75
41352,2 minus 43,-41
41353,52 subtract 21,31
41354,76 plus 77,153
41355,5 add 3,8
41356,35 minus 44,-9
41357,91 minus 14,77
41358,48 add 80,128
41359,3 add 3,6
41360,15 plus 95,110
41361,45 add 4,49
41362,18 subtract 26,-8
41363,40 minus 54,-14
41364,92 minus 96,-4
41365,15 minus 100,-85
41366,68 minus 75,-7
41367,35 add 67,102
41368,12 subtract 57,-45
41369,80 minus 33,47
41370,61 minus 77,-16
41371,10 minus 87,-77
41372,97 add 20,117
41373,15 plus 85,100
41374,14 add 78,92
41375,95 subtract 98,-3
41376,49 plus 59,108
41377,96 plus 28,124
41378,4 add 74,78
41379,20 subtract 80,-60
41380,30 add 71,101
41381,51 subtract 57,-6
41382,82 subtract 71,11
41383,100 subtract 51,49
41384,17 subtract 88,-71
41385,17 minus 25,-8
41386,31 add 27,58
41387,49 plus 42,91
41388,73 add 6,79
41389,11 minus 35,-24
41390,96 add 71,167
41391,23 minus 82,-59
41392,68 plus 65,133
41393,6 subtract 30,-24
41394,9 minus 55,-46
41395,13 subtract 8,5
41396,68 plus 79,147
41397,96 plus 10,106
41398,31 plus 7,38
41399,23 add 79,102
41400,91 plus 52,143
41401,78 minus 41,37
41402,61 subtract 72,-11
41403,43 minus 43,0
41404,93 plus 27,120
41405,85 add 93,178
41406,60 add 2,62
41407,38 plus 67,105
41408,7 minus 48,-41
41409,59 plus 24,83
41410,68 subtract 71,-3
41411,28 subtract 26,2
41412,94 add 56,150
41413,85 minus 75,10
41414,8 plus 1,9
41415,92 minus 26,66
41416,77 subtract 12,65
41417,30 add 33,63
41418,77 add 58,135
41419,90 subtract 65,25
41420,13 add 43,56
41421,17 add 34,51
41422,26 subtract 36,-10
41423,43 plus 71,114
41424,8 subtract 72,-64
41425,47 subtract 20,27
41426,77 subtract 8,69
41427,96 add 10,106
41428,81 plus 9,90
41429,53 minus 76,-23
41430,14 add 68,82
41431,50 plus 34,84
41432,53 add 95,148
41433,83 subtract 14,69
41434,78 minus 42,36
41435,74 subtract 100,-26
41436,86 subtract 61,25
41437,1 subtract 72,-71
41438,93 minus 61,32
41439,29 plus 49,78
41440,54 minus 100,-46
41441,43 subtract 79,-36
41442,74 plus 10,84
41443,64 subtract 81,-17
41444,16 plus 4,20
41445,73 plus 98,171
41446,99 plus 43,142
41447,67 add 44,111
41448,88 add 100,188
41449,7 minus 91,-84
41450,55 plus 18,73
41451,60 minus 12,48
41452,46 subtract 63,-17
41453,20 plus 99,119
41454,67 subtract 97,-30
41455,98 add 71,169
41456,65 subtract 30,35
41457,13 plus 52,65
41458,6 add 59,65
41459,58 minus 82,-24
41460,45 add 93,138
41461,37 plus 100,137
41462,39 add 8,47
41463,96 plus 19,115
41464,67 add 3,70
41465,69 plus 83,152
41466,9 subtract 73,-64
41467,42 minus 22,20
41468,85 plus 92,177
41469,43 plus 19,62
41470,40 add 88,128
41471,93 plus 88,181
41472,39 minus 84,-45
41473,20 subtract 89,-69
41474,71 add 98,169
41475,62 minus 33,29
41476,81 subtract 18,63
41477,82 minus 21,61
41478,95 subtract 81,14
41479,79 minus 57,22
41480,25 plus 59,84
41481,33 minus 88,-55
41482,96 add 51,147
41483,61 subtract 19,42
41484,97 add 26,123
41485,81 subtract 58,23
41486,34 plus 89,123
41487,77 subtract 94,-17
41488,88 minus 23,65
41489,6 add 3,9
41490,4 minus 31,-27
41491,73 minus 10,63
41492,10 add 20,30
41493,4 plus 82,86
41494,4 plus 52,56
41495,49 add 3,52
41496,94 subtract 26,68
41497,9 plus 34,43
41498,7 plus 97,104
41499,71 add 34,105
41500,51 add 20,71
41501,87 minus 24,63
41502,59 subtract 56,3
41503,88 add 24,112
41504,83 plus 82,165
41505,10 add 19,29
41506,80 add 99,179
41507,68 minus 37,31
41508,86 plus 70,156
41509,86 add 87,173
41510,82 subtract 60,22
41511,86 minus 38,48
41512,51 plus 93,144
41513,6 minus 27,-21
41514,56 add 80,136
41515,70 add 92,162
41516,57 subtract 87,-30
41517,35 minus 34,1
41518,34 plus 29,63
41519,82 subtract 27,55
41520,21 minus 91,-70
41521,39 add 53,92
41522,84 plus 43,127
41523,100 plus 25,125
41524,66 plus 94,160
41525,75 minus 62,13
41526,20 plus 73,93
41527,83 add 41,124
41528,98 minus 64,34
41529,70 add 25,95
41530,45 minus 25,20
41531,83 plus 35,118
41532,28 subtract 5,23
41533,29 minus 96,-67
41534,28 subtract 92,-64
41535,100 minus 99,1
41536,38 subtract 20,18
41537,5 subtract 39,-34
41538,16 add 53,69
41539,96 subtract 43,53
41540,86 plus 32,118
41541,18 plus 40,58
41542,2 subtract 18,-16
41543,91 add 63,154
41544,20 minus 30,-10
41545,77 minus 44,33
41546,22 subtract 38,-16
41547,83 subtract 95,-12
41548,52 subtract 6,46
41549,10 minus 25,-15
41550,8 minus 8,0
41551,96 minus 72,24
41552,69 subtract 19,50
41553,3 plus 83,86
41554,42 subtract 57,-15
41555,56 add 56,112
41556,41 add 11,52
41557,17 subtract 92,-75
41558,19 add 80,99
41559,14 add 7,21
41560,45 minus 24,21
41561,38 add 70,108
41562,45 subtract 6,39
41563,51 minus 91,-40
41564,17 subtract 54,-37
41565,39 add 98,137
41566,65 plus 67,132
41567,16 plus 13,29
41568,51 minus 92,-41
41569,14 minus 37,-23
41570,78 minus 14,64
41571,76 add 84,160
41572,66 subtract 15,51
41573,47 subtract 94,-47
41574,21 minus 8,13
41575,55 minus 1,54
41576,67 subtract 87,-20
41577,4 minus 88,-84
41578,52 add 9,61
41579,87 plus 100,187
41580,45 subtract 47,-2
41581,22 add 69,91
41582,13 add 38,51
41583,53 subtract 100,-47
41584,41 add 42,83
41585,63 add 44,107
41586,5 minus 64,-59
41587,40 minus 43,-3
41588,71 add 6,77
41589,78 add 2,80
41590,4 add 89,93
41591,63 subtract 56,7
41592,68 subtract 25,43
41593,12 plus 70,82
41594,57 plus 38,95
41595,23 plus 63,86
41596,66 plus 28,94
41597,46 minus 12,34
41598,99 subtract 62,37
41599,95 plus 62,157
41600,39 plus 29,68
41601,75 minus 10,65
41602,27 minus 51,-24
41603,67 add 83,150
41604,15 subtract 61,-46
41605,42 plus 57,99
41606,40 add 5,45
41607,22 plus 46,68
41608,73 add 49,122
41609,52 minus 24,28
41610,53 plus 56,109
41611,8 add 97,105
41612,41 plus 91,132
41613,68 add 3,71
41614,6 minus 9,-3
41615,81 subtract 30,51
41616,37 add 66,103
41617,57 add 33,90
41618,72 subtract 45,27
41619,83 plus 43,126
41620,23 subtract 64,-41
41621,50 minus 5,45
41622,97 minus 96,1
41623,72 add 63,135
41624,35 minus 74,-39
41625,17 plus 74,91
41626,47 minus 85,-38
41627,84 subtract 39,45
41628,12 add 32,44
41629,94 add 89,183
41630,67 subtract 81,-14
41631,62 minus 65,-3
41632,20 minus 90,-70
41633,54 add 63,117
41634,36 subtract 29,7
41635,11 subtract 71,-60
41636,38 subtract 44,-6
41637,36 minus 6,30
41638,54 plus 82,136
41639,23 plus 82,105
41640,42 subtract 69,-27
41641,57 subtract 78,-21
41642,40 add 52,92
41643,55 minus 65,-10
41644,40 plus 57,97
41645,98 minus 11,87
41646,56 minus 3,53
41647,8 subtract 98,-90
41648,56 add 44,100
41649,20 subtract 49,-29
41650,11 subtract 52,-41
41651,18 subtract 60,-42
41652,24 subtract 69,-45
41653,4 add 23,27
41654,48 subtract 64,-16
41655,67 minus 83,-16
41656,6 subtract 56,-50
41657,47 plus 89,136
41658,13 add 53,66
41659,1 subtract 89,-88
41660,51 add 21,72
41661,82 plus 99,181
41662,82 plus 66,148
41663,85 add 14,99
41664,73 add 19,92
41665,1 add 24,25
41666,6 minus 50,-44
41667,66 add 72,138
41668,75 subtract 11,64
41669,58 add 25,83
41670,77 plus 87,164
41671,92 minus 81,11
41672,14 subtract 67,-53
41673,8 add 32,40
41674,97 subtract 50,47
41675,34 subtract 95,-61
41676,84 minus 93,-9
41677,23 add 7,30
41678,78 plus 75,153
41679,95 add 37,132
41680,46 plus 93,139
41681,71 subtract 76,-5
41682,10 add 68,78
41683,45 subtract 83,-38
41684,29 plus 47,76
41685,54 minus 43,11
41686,73 plus 86,159
41687,17 add 26,43
41688,60 add 3,63
41689,33 add 30,63
41690,2 minus 60,-58
41691,85 add 62,147
41692,68 subtract 31,37
41693,66 minus 40,26
41694,37 minus 96,-59
41695,60 plus 99,159
41696,68 add 77,145
41697,33 add 64,97
41698,25 minus 17,8
41699,1 add 36,37
41700,86 add 7,93
41701,93 plus 31,124
41702,12 plus 9,21
41703,51 minus 75,-24
41704,30 subtract 38,-8
41705,92 subtract 91,1
41706,87 add 12,99
41707,47 minus 33,14
41708,56 add 93,149
41709,42 plus 29,71
41710,34 subtract 56,-22
41711,44 subtract 19,25
41712,31 subtract 56,-25
41713,52 add 10,62
41714,69 plus 13,82
41715,92 subtract 67,25
41716,87 subtract 33,54
41717,13 plus 14,27
41718,28 add 59,87
41719,73 subtract 33,40
41720,48 minus 66,-18
41721,45 plus 69,114
41722,9 add 86,95
41723,69 subtract 54,15
41724,11 minus 77,-66
41725,87 subtract 40,47
41726,73 plus 20,93
41727,91 add 93,184
41728,8 subtract 80,-72
41729,37 plus 31,68
41730,39 subtract 26,13
41731,6 plus 96,102
41732,46 minus 76,-30
41733,9 plus 92,101
41734,98 minus 87,11
41735,6 subtract 82,-76
41736,8 add 77,85
41737,100 add 51,151
41738,97 plus 98,195
41739,24 minus 69,-45
41740,26 minus 46,-20
41741,29 add 99,128
41742,48 subtract 30,18
41743,95 add 35,130
41744,67 add 87,154
41745,50 minus 83,-33
41746,62 minus 31,31
41747,67 minus 2,65
41748,62 subtract 43,19
41749,89 minus 14,75
41750,74 subtract 42,32
41751,60 minus 23,37
41752,87 plus 54,141
41753,2 plus 3,5
41754,84 subtract 2,82
41755,66 minus 76,-10
41756,2 subtract 56,-54
41757,7 plus 73,80
41758,94 add 91,185
41759,17 subtract 27,-10
41760,77 minus 39,38
41761,25 subtract 6,19
41762,43 add 14,57
41763,84 minus 57,27
41764,3 plus 39,42
41765,39 plus 7,46
41766,31 plus 79,110
41767,4 minus 50,-46
41768,19 plus 26,45
41769,2 add 3,5
41770,40 add 66,106
41771,31 minus 43,-12
41772,43 plus 62,105
41773,97 add 88,185
41774,82 minus 27,55
41775,11 add 80,91
41776,95 add 89,184
41777,85 minus 28,57
41778,55 minus 30,25
41779,41 subtract 74,-33
41780,70 subtract 25,45
41781,56 minus 46,10
41782,99 minus 42,57
41783,62 add 14,76
41784,96 add 82,178
41785,36 plus 51,87
41786,75 add 67,142
41787,88 plus 38,126
41788,4 minus 4,0
41789,75 plus 88,163
41790,95 plus 68,163
41791,52 add 61,113
41792,96 add 5,101
41793,59 plus 17,76
41794,65 add 11,76
41795,11 subtract 66,-55
41796,67 add 19,86
41797,27 subtract 18,9
41798,69 plus 71,140
41799,36 plus 61,97
41800,39 plus 30,69
41801,42 minus 96,-54
41802,38 minus 47,-9
41803,1 plus 19,20
