,0
34253,ah just a minute you wont be needing this mister popplewick
34254,i already have over nine hundred years
34255,secret mel what secret
34256,such craftsmanship pride in every cog and piston
34257,yeah how could i forget
34258,i dont know decided to stay outside on guard perhaps eh mister popplewick
34259,yes yes you do that mister popplewick
34260,yes well i rather thought you might have some trouble whos that
34261,well lets ask him shall we
34262,the performance was too grotesque to be real i have never been able to resist a touch of the grand guignol have we
34263,really why
34264,a maser
34265,an acronym for microwave amplification and stimulated emission of radiation
34266,disseminate a particle disseminator
34267,ive just realised my writing our writing a hit list
34268,the matrix screen mel get back to the trial room tell them to disconnect the matrix screen and evacuate the court
34269,go do it or therell be mass murder
34270,if you could compile this monstrosity it follows that i should be able to unravel it
34271,eureka and you said it couldnt be immobilised
34272,induced an antiphase signal into the telemetry unit the whole system should selfdestruct
34273,no
34274,ah now let me see where were we i was about to be sentenced i believe
34275,ah verumnic
34276,ah ah ha ive a better idea
34277,indeed i am and were there such a thing as an intergalactic postal vote youd have mine
34278,oh you could do me one small favour if you would
34279,when the matrix is restored you can do what you like with the master but exercise leniency with sabalom glitz hes not beyond redemption
34280,carrot juice
34281,you know i think i was rash in turning down that offer of the presidency
34282,oh carrot juice    doctor
34283,no no mel
34284,why should you care since you were exiled from gallifrey youve had nothing but contempt for all other time lords
34285,and what do you want with me and wheres mel
34286,youre up to something perhaps ill find the answer on this
34287,youre trying to deflect me so the answer is on here quarks one up one down one strange matter that asteroid is composed of strange matter what monstrous experiment are you dabbling in now
34288,ethics dont be such a hypocrite your past is littered with the mutilated results of your unethical experiments
34289,stay away whatever youve brought me here for im having no part of it
34290,stay away or ill smash this
34291,ill smash it to pieces
34292,where am i who are you
34293,all right am i of course and you
34294,why not indeed we both are
34295,of course fit as a trombone
34296,hmm
34297,are you nerves i expect now lets see what were we up to er mel did you say your name was
34298,red hair i recall red hair
34299,no standing next to you
34300,me no wonder ive lost my memory
34301,experiment
34302,the explosion must have caused me to regenerate
34303,i want all mirrors removed from the tardis henceforth
34304,oh yes the tardis and you mel theres something not quite in sync i must be suffering from postregeneration amnesia
34305,important did i i wonder what i was up to
34306,oh yes i definitely remember that
34307,how did you know that mel
34308,university you remind me of someone i used to know when i was there
34309,your confidence in me is very flattering mel
34310,come on come on
34311,why i chose you as an assistant ill never know perhaps i will when ive regained my memory
34312,well look at me cant you see mop my brow
34313,a bad workman always blames his fools
34314,do i detect a hint of bad temper mel why are you behaving so uppity could it be that you think yourself superior to me
34315,quite though at the moment i feel far from superior this is all a mystery to me
34316,oh yes yes must you state the obvious i know that its functions diffuse the impulses from there with this goo but whats it for im beginning to think this setups got nothing to do with me
34317,omnipotence the mind behind this bag of tricks operates on a grand scale
34318,whats in there
34319,are you as clueless as you appear mel
34320,wouldnt i
34321,thats it then im doing nothing until my memory returns nothing until i know what im about
34322,no i will not work in the dark like this
34323,im adamant this could be some diabolical scheme
34324,thats the question
34325,hmm what is it
34326,oh you drink it i dont want it dont try to humour me leave me alone
34327,how do you know what im like ive regenerated i mean look at me look at me
34328,perhaps this is my new persona sulky badtempered i mean think how i spoke to you earlier
34329,even so thats probably how i am now you dont understand regeneration mel its a lottery and ive drawn the short plank anyway i need a radiation wave meter and brilliant as i am even i cant improvise that
34330,the tardis do you know where it is
34331,oh good i fancy a breath of fresh air well both go
34332,are you coming mel
34333,rather unusual species cant say i recognise it humanoid with reptilian influences wouldnt you say mel
34334,really i suppose weve explored this planet i wish i could remember
34335,rather a harsh judgment mel
34336,the more i know me the less i like me
34337,no i think not lacks my natural humility
34338,old hat
34339,ah thank goodness in this regeneration ive regained my impeccable sense of haute couture
34340,i was hallucinating i had an overwhelming sense of evil and there was a word ra ra ran rad
34341,oh yes where do you reckon id keep it
34342,wont be a jiffy absence makes the nose grow longer
34343,rani thats the name the evil name
34344,er well yes it must be yes
34345,completely
34346,destroyed lets not be hasty
34347,you know i cant help feeling sorry for the rani mel getting caught in her own devious trap
34348,i suppose so but what was she doing prowling around on lakertya
34349,is it
34350,have to be a cosmic breakthrough for a neurochemist of her stature to come storming the barricades
34351,what scientific knowledge what am i doing if only i could remember
34352,the machine wont tell me whats behind that locked door will it the machine wont restore my memory will it if the rani was after our experiment we must be playing with fire
34353,is she oh dont underestimate her shes a brilliant but sterile mind theres not one spark of decency in her
34354,you are
34355,its my forte
34356,and another thing why was the rani dressed like you mel
34357,no she was in disguise practising another one of her talents
34358,afraid so more hasta less vista
34359,i cannot understand how i could have made such a fundamental mistake
34360,the heat radiation from the catalyst was of high frequency
34361,so elementary i broke the second law of thermodynamics
34362,you should know the answer to that mel didnt c p snow expound on thermodynamics
34363,well you said you admired all his writings read all his books
34364,you mel forget a kangaroo never forgets
34365,oh yes memory like an elephant a running gag applied to you i feel sure mel
34366,oh here see for yourself
34367,what
34368,did you mel theres something caged in there
34369,eh
34370,oh yes phb its biodegradable we dont want to litter up lakertya with nondestructible waste like theyre doing on your planet mel
34371,sugar and starch we can ferment our own
34372,pes no not so good its a petroleum based plastic
34373,mmm
34374,where
34375,but i thought you said the lakertyans werent very advanced
34376,yes
34377,you wheres mel
34378,what have you done with her
34379,hes here
34380,its me you washer woman me
34381,drop the melodramatics your pathetic impersonation doesnt fool me at all incidentally that wigs not you
34382,i knew you werent finished rani i told mel as much
34383,no mel
34384,try looking in the mirror at the face of evil
34385,all right compromise let me feel your pulse
34386,ah the proof of the pumpkins in the squeezing
34387,let me feel your pulse pulses i should say two of them one for each heart
34388,yes perhaps i am because if youre the rani im dicing with destruction
34389,mel the worst shell do is give me carrot juice carrot juice what made me think of that
34390,favourite i hate it
34391,ah caught you out havent i
34392,ive regenerated and im suffering from postregenerative amnesia as far as i can remember fair exchange is no mockery you feel my pulses ill feel yours ill lean across here with my arm behind my back if you want proof im a time lord come on
34393,thats what ive been trying to tell you now yours
34394,mel
34395,yes and ive become more of a fool too it seems mel doesnt bode well for my seventh persona being so completely taken in by the wretched rani
34396,but what does she want with me
34397,strange matter
34398,you should have mel a princeton physicist discovered it in your earth year 1984
34399,its an incredibly dense form of matter a lump the size of this would weigh more than your planet earth
34400,an astute question if that asteroid exploded it would send off a blast of gamma rays equivalent to a supernova
34401,and everything else in this corner of the galaxy when the rani dabbles she dabbles on a grand scale
34402,yes but why mel why what is she up to it starts here
34403,and leave the lakertyans to the machinations    doctor
34404,did you hear a voice or am i hallucinating  beyus
34405,whod have thought shed have been so obvious huh thats my age and the ranis
34406,geniuses every one of them the ranis collected together the most creative minds and the most powerful matter in the universe
34407,the scope of her imagination is breathtaking
34408,not admiration fascination and sadness if only the rani could have redirected her incredible talents for good
34409,what is it i can contribute these other geniuses cant
34410,with a unique conceptual understanding of the properties of time
34411,pity beyus why have you assisted
34412,take mel
34413,go mel go
34414,on is it oh yes i was trying to jog my memory no luck though hold the other end mel
34415,yes well where theres a will theres a tom dick and a harriet
34416,oh no no no theres some information i simply must have before i make the final delicate adjustments
34417,ideally whats behind that door
34418,the identity of this rather interesting substance
34419,crucial
34420,no stop
34421,i say i mean we may not see eye to eye try and see it my way im trying not to be personal i mean after all a bat may look at a time lord
34422,i cant say i share the ranis taste in pets
34423,this is what ill never forget unique talents every one of them the ranis roamed the universe plucking these geniuses out of time at the height of their powers and reducing them to the status of laboratory specimens
34424,time the concept of time im sure thats at the heart of what shes up to otherwise why reserve a place for me a time lord in this abysmal parade
34425,which you will help her put me in
34426,you know beyus your collaboration with the ranis difficult to understand
34427,nothing outside compared to this
34428,its composed of strange matter beyus a devastating force with the right trigger that harmless asteroid as you call it could incinerate your planet and anything else in this corner of the galaxy and what does the rani keep behind there oh all good things come to a bend
34429,i had no intention of hurting you  rani
34430,heres a turn up for the cook a rock that talks
34431,dont hold that against me
34432,that bad
34433,hello havent i seen you hanging around somewhere
34434,no restrictions for movement the lakertyans can come and go freely then
34435,not a favourite haunt of yours i take it ikona
34436,he said id find the answer to his subservience here
34437,why not
34438,he was too anxious for explanations but whatever the threat it must be considerable do you see anything thats different new
34439,hmm i wonder couldnt we ask someone you know if
34440,theres none so deaf as those that clutch at straws
34441,hmm killer insects
34442,let mel come towards me ive kept my side of the bargain youve got what you want
34443,whats he crowing on about mel
34444,oh the rani would never go to those extremes she never does anything without reason
34445,a bird in the hand keeps the doctor away
34446,only on this occasion itll have the opposite affect
34447,hmm a space rocket launcher sure enough but have you noticed its got a fixed trajectory
34448,maybe as a side effect ikona but not the intention id say the target is the asteroid of strange matter which means the launch is locked into a precise time
34449,assuming it is the ranis overriding priority will be to meet that countdown no more setbacks or delays i must go back to the laboratory that sealed chamber ive got to get in there out of the frying pan into the mire right ikona start the diversionary tactics
34450,quick mel dont just stand there help me
34451,no mel two wrongs dont make a left turn right
34452,leave the quotes to the expert mel
34453,so the target is the asteroid which at any moment now will reach the solstice and im sure thats the deadline he who dares spins
34454,do you realise how close the rani must have taken her tardis in order to record that
34455,not by my reckoning the only known detonator for exploding a strange matter asteroid is strange matter itself
34456,a lump the size of this brain would weigh as much as an entire planet
34457,for a lightweight substitute could be could be
34458,not completely what i cant fathom is why the rani took such an incredible risk to record a supernova
34459,no more than that she wouldnt be simply interested in a display of pyrotechnics too negative no theres a deeper motive and the answers in here
34460,a knowledge of time oh a great discovery i worked that out ages ago
34461,not the complete story the last chapters missing keeping quiet isnt it
34462,possibly on the other hand it could be wondering why you want helium two thats why you want to explode strange matter isnt it to reproduce helium two
34463,indeed you dont  discrete particles of time
34464,a time manipulator youre going to change this planet into a time manipulator
34465,i dont believe it a time manip this monstrosity will give you the ability to change the order of creation
34466,that means shakespeare michelangelo louis pasteur elvis even mrs malaprop will never have existed     rani
34467,before i thought you were a psychopath without murderous intent i withdraw the qualification
34468,stay back
34469,waste net want net
34470,and so you shall you have a big part to play ikona you must stir up the lakertyans into fighting back come quickly
34471,hmm
34472,less of the pessimism mel not all the cards are in the ranis flavour
34473,beneficiary good thinking ikona
34474,shes not the only one with a sting in her tail
34475,sting a double bluff a speciality of mine
34476,when that voice reaches zero therell be nobody left on lakertya to listen to me or anyone else
34477,first see if theres anyone in there mel all hands to the stumps
34478,ikona take good care of him
34479,they all are louis pasteur he will rid his world of a major scourge he will save the lives of tens of millions
34480,whoops oh take them back to the tardis
34481,thank you ikona
34482,dont leave it too late beyus
34483,rani its over youre beaten ive aborted the launch and the lakertyans are preparing to attack
34484,the delay in lift off means the rocket will miss the asteroid
34485,absolutely a miss is as good as a smile
34486,whats that
34487,an antidote against those killer insects in the globe the rani always takes out an insurance policy
34488,well time and tide melts the snowman
34489,whos waiting im ready
34490,ill grow on you mel ill grow on you  ltback to the episode listing
34491,thats the problem with young people today no spirit of adventure       fire escape
34492,well if you want to stay here watching a guide book when you could actually be enjoying the real thing thats up to you
34493,paradise towers any second now
34494,you may want to lie by the pool doing nothing all day i intend to explore paradise towers is supposed to be a remarkable architectural achievement im told won all sorts of awards way back in the er twenty first century are you ready
34495,well here we are
34496,nothings just rubbish if you have an enquiring mind
34497,well you never can tell
34498,why did i have to jettison the pool from the tardis
34499,there is a rather spectacular swimming pool on the planet griophos i understand
34500,just one snag
34501,its for the exclusive use of the gulmaris
34502,a rather nasty breed of flesh eating octopi personally id rather stay here and explore i wonder what happened
34503,thats the spirit mel this could be fascinating are you coming
34504,oh very well but weve only just arrived theres no need to start worrying yet         34512
34505,the red kangs i gather there are other colour kangs
34506,why is that
34507,not got very enquiring minds have you
34508,who are of course the best they seem to be some sort of gang all girls by the looks of it perhaps theyll ask you to join up mel
34509,pardon
34510,ah now were getting somewhere im the doctor
34511,how do you do
34512,say hello hello hello
34513,you dont have to do that what about mel then
34514,oh thank you very much but clothes dont maketh the man you know
34515,red kangs are best yes well now that weve been introduced i think that some explanations are in order were visitors to paradise towers only just arrived so you cant really expect mel to understand what youre talking about
34516,pardon
34517,you mean visitors arent allowed
34518,theres always a first time i mean not everyone youre going to meets going to be a kang
34519,and
34520,i see and who are these er caretakers
34521,i see and all the young ones are kangs
34522,or girls i should say there dont seem to be any boys
34523,i see well i must say its been nice meeting you but i think its time we ought to be on our waygt dont you think so mel
34524,did you oh i expect your ears were playing tricks on you
34525,i wonder if blue kangs behave like this     34512
34526,they liked my clothes which is clearly not enough
34527,excuse me
34528,did you say a whole tribe of yellow kangs have been wiped out i mean made unalive just like that but why you didnt kill them did you
34529,who did it then the caretakers the blue kangs i mean who
34530,that doesnt matter are you the caretakers
34531,and you take care of people that is
34532,you seem to be our best bet so far dont you think so mel mel wheres mel
34533,and that means
34534,oh very generous of you it must be a job trying to keep these corridors clean and tidy like this
34535,oh thats what you call them wallscrawlers
34536,by my two tickers whats that
34537,it looks like a kang and something attacking her some sort of claw oh here theres a drill and down here theres a nozzle sucking things up
34538,lets hope theyre just silly pictures whats that
34539,oh i see its some sort of robotic cleaner with automotive bicurval scraping blades impressive workmanship
34540,no i dont but i intend to now lets have a look at this automotive blades shall we ah yes
34541,run
34542,but i thought you said the lifts here dont work
34543,greetings
34544,and i am
34545,well im not the great architect im the doctor
34546,you cant condemn me without trial without evidence without proof i mean i dont even know who this great architect is
34547,anything the matter
34548,shall i tell you what puzzles me most those cleaners we had so much trouble with well presumably theyre part of the organisation of paradise towers like your caretakers so why should they attack you
34549,never
34550,i suppose how you guard me is in that rulebook
34551,i wouldnt mind having a look at that rulebook if thats not against the rules i mean after all i am a condemned man
34552,how extraordinary no no it cant be true
34553,oh no no its you couldnt possibly
34554,if you say so i dont want to make a fool of you
34555,oh very well but i find it hard to credit
34556,it says here about a three two seven appendix three subsection nine death that after youve been guarding the condemned prisoner for  thirty five minutes you must all stand up
34557,yes i know i know i find it extraordinary i dont really expect you to do it but it is in there
34558,for about a minute and a half you see thats how long the prisoner needs
34559,find the key card to the door and escape
34560,find the key card to the door and escape
34561,mel mel
34562,nothing ventured
34563,oh whats happening i dont understand
34564,oh build high for happiness what happened
34565,i only wish i knew fire escape bin liner i never expected to see you again still less i didnt expect to be glad to see you again but ive got to go theres much to be done
34566,it was an accident i was being chased by two cleaners and then suddenly
34567,yes i expect theyve gone by now
34568,do i get the impression im not believed
34569,oh do they now why dont you tell me about it
34570,i know ive seen them and the caretakers theyre no better they allow themselves to get killed off without saying anything either just because theres nothing about it in their precious rulebook
34571,i know because ive read it
34572,oh dont tell me you dont know i mean what is going on i mean what is behind that door belching out smoke that you kangs are so keen on painting pictures of eh any ideas or is that simply just another mystery
34573,thank goodness for that can i have a look
34574,im sure
34575,build high for happiness but let us not forget what we have to do we must find mel and discover the mystery of paradise towers because ive learned enough to realise that its very existence is at stake
34576,not at all you dont understand i mean the last people i want to meet are the caretakers im in as much danger as you more probably you got to believe me listen weve got to work together the chief caretakers off his head if we dont stop the wipeouts who will please
34577,you must have a secret escape route i mean its not like kangs to allow themselves to be caught like rats in a trap
34578,but what
34579,i see you need time well i will buy you that time im the reason why the caretakers are here now go on make your escape go on shoo build high for happiness
34580,greetings deputy chief caretaker you look surprised to see me i cant imagine why after all it was me you came for
34581,as a matter of fact i am
34582,take a look for yourself if you dont believe me
34583,you mean youre not certain anymore
34584,what makes you think im the great architect havent you ever met him
34585,how odd
34586,and that would justify killing me i mean him
34587,like everyone else you seem terrified to face up to the reality of whats happening in paradise towers i mean killing me wont help you find out whos sending out those robotic cleaners to kill people and thats a problem that isnt going to go away unless of course youre giving the orders yourself
34588,perhaps but i do have a better one
34589,no doubt youve been allowing the cleaners to kill off some of your people as well as the kangs for reasons which are at the moment beyond me but then im not a power crazed psychopath
34590,listen youre going to kill me anyway so you may as well make use of my brain
34591,im afraid ive got far too much to worry about deputy chief caretaker
34592,please stop
34593,how you do bin liner fire escape how did you get here
34594,not at all im delighted to see you oh whoops
34595,well kangs i must say theres no place like home and this is no place like home
34596,oh yes thank you fire escape but before we do anything else we must view the illustrated prospectus now which pocket did i put it in
34597,ah the openings not important bin liner wind it on
34598,miracle city
34599,kroagnon was a brilliant architect and miracle city his masterpiece only
34600,only he refused to move out and let anybody move in he thought that people would destroy the beauty of his work but they got him out only those who moved in lived to regret it
34601,yes nothing could be proven so he got away with it and as i said he was a brilliant architect and space is a big place so he got other work if course including paradise towers
34602,quite and then he disappeared mayhaps my dear red kangs mayhaps your parents thought they were being very clever by trapping him in his own building so he wouldnt finish it but if they did such a thing it was very foolish because no matter how deep they buried him in paradise towers hes bound to get out in the end
34603,more than that you must tell me all you know i mean that door with smoke coming out of it where is it please its important
34604,and seen what
34605,im going down to the basement to find out whats going on
34606,fire escape bin liner and air duct you come with me the rest stay here
34607,please please please this is no time for games the future of paradise towers is at stake we must all work together youve got to help us do you understand
34608,look youve got to believe me im sure the red kangs will agree that youve won this round of the game but there wont be any games worth playing if we dont discover whos ordering the killings will you let us go to the basement
34609,good then you will see with your own eyes whats going on
34610,we must hurry whats the quickest way to get there
34611,ah right to the basement build high for happiness
34612,back to the lift
34613,back
34614,just a moment please stop please the immediate dangers over i wouldnt mind getting my breath back
34615,very hot
34616,now you understand the dangerous position were in we must gather all the kangs together
34617,as himself yes but you saw what happened i mean up to now kroagnons simply been a mind without a body as your parents must have left him however i fear he may have spent his time down there devising a way of performing corpoelectroscopy a way of transplanting his brilliant brain to some host body
34618,i cant be certain but kroagnon wont want to stay locked up in his basement much longer hes bound to show himself in one form or another
34619,its taking over the building floor by floor
34620,is fire escape going to join us are all the kangs here red blue
34621,those whove been made unalive yes well when fire escape gets here we must all make for the great pool in the sky
34622,im sorry to give you such a shock mel but this is where the cleaner service lift appears to come out
34623,and you mel and you er how do you do
34624,ah i believe youve met my friends before         caretaker
34625,the rest of the towers would have been like this pool if hed had his way a killer in every corner
34626,oh very much so but we know so little about his plans hes had years to brood over what he wants to do but weve no time to come up with a counter plan
34627,thats paradise towers in a nutshell im afraid the red kangs didnt trust the blue kangs and none of them trusted the caretakers and the rezzies from your account prey on whoever they can and trust no one either and all of them despise poor old pex oh the great architect must be delighted how are we going to unite the people of paradise towers to defeat him
34628,and youre sure that person ordering the cleaners to do this looks like the chief caretaker
34629,exactly so the great architect has taken over his body
34630,please please be quiet shush be quiet
34631,well you kangs what do you say to that
34632,all agreed pex
34633,fire escape shush pex
34634,we have very little time so we must think clearly now kroagnon as we now must call the chief caretaker is firmly installed in your headquarters am i right deputy chief
34635,so we must find a way of getting him out again
34636,precisely
34637,first we must immobilise as many as we can
34638,yes
34639,they could be described thus yes
34640,we seem to be getting somewhere at last
34641,please please we must move on to the main problem how to persuade kroagnon to leave his safety and come to a place of our choosing where we can trap and defeat him
34642,well there is a way that might just work
34643,well you see kroagnon is undoubtedly a very clever and very proud being and like many clever and proud beings likes to be appreciated by his equals now i think if he had the chance to meet such a person he would leave his lair to do so
34644,ive no choice mel i mean in all honesty i am the only obvious candidate
34645,oh no no no that would be extremely futile i will allow myself to be seen and then somebody will go to kroagnon and offer to lead him to me right into our little trap now that person has a far more difficult and dangerous mission than i
34646,so be it     doctor
34647,now youre clear what you have to do pex
34648,remember pex you must get him out of the caretakers headquarters as quick as you can so that he doesnt see whats happening to the cleaners but then once hes out take as long as you can we need time no heroics just a cool clear head
34649,good luck pex
34650,yes
34651,id better give them a hand see what you can do to help the kangs down there oh and mel dont forget to leave the escape hatch uncovered so that i can make my exit i just hope that pex doesnt lose his nerve and hurry otherwise it wont be kroagnon whos caught in a booby trap itll be us
34652,i must tell the doctor
34653,oh pex move back quickly
34654,theres only one way this might work and for that i need to be on my own
34655,well now kroagnon how nice of you to drop in i am so glad i wanted to have a few words with you about the shoddy design of this building i mean take this door for instance look at it
34656,well speaking as an expert im prepared to tell the universe you couldnt design a simple doorknob i mean look
34657,indeed poor pex but look mel theyre all here the caretakers the rezzies the kangs this would never have happened before perhaps now theyll all start working together
34658,oh thank you very much
34659,oh a blue kang or a red kang
34660,ah well ill be honoured to wear it and all my best wishes to the future of paradise towers
34661,well you never can tell    ltback to the episode listing
34662,its strange how in some galaxies these tollports spring up all over the place like mushrooms yet in others you can go for light years without seeing a single one
34663,i think it relates to the way that space is being developed i mean there never has been a consistent three dimensional planning policy
34664,and by completely ignoring the overspill from the fourth dimension they sometimes build one port right on top of the other only realising it when theres an interface slippage
34665,yes it is serious i dont seem to have any change er take five credits from the kitty mel
34666,that kitty defies all known laws of physics i keep filling it up and its always empty mel theres something wrong only their landing lights are on       tollmaster
34667,get ready to run back into the tardis at the first sign of trouble
34668,whos there why dont you come out of the light and show yourself
34669,its a funny way to welcome your friends we thought youd been attacked by space pirates now about this toll fee
34670,you mean to say ten billion people have come here
34671,congratulations now about this toll fee
34672,a holiday yes a weeks holiday would be quite pleasant a green swarth a babbling brook birds twittering  doctor
34673,navarinos from the tribe on navarro squat wrinkly purply creatures wont they be a little conspicuous on earth
34674,whos that
34675,oh this is going to be very interesting
34676,nostalgia trips the most notorious travel firm in the five galaxies it was a nostalgia trip cruiser that got stuck with the glass eaters of tharl
34677,mel you go ahead on the bus ill follow on in the tardis
34678,well i simply applied the tardis vortex drive to generate an antigravity spiral to halt your descent sorry about the bumpy landing a miscalculation
34679,the satellite seems to have jammed your navigational pod ah hello mel nice trip
34680,no well according to my reckoning it seems to be somewhere in er wales
34681,maybe that series of primitive dwellings could be used as some sort of way station
34682,excellent just what were looking for
34683,oh dont go by appearances mel often the most interesting people stay at these places this is the real fifties
34684,im the doctor
34685,ah this is the cause of the problem an extremely crude low orbital satellite capable only of the most rudimentary of radio transmissions
34686,well you see that navipod it needs to be unbolted so we can replace the broken crystal
34687,now inside this box is the only quarb crystal this side of softel nebula
34688,ah well done now carefully does it
34689,do you always carry around a full set of tools with you
34690,a stitch in time fills up space
34691,well if you think it might help i could transport everyone in the tardis
34692,hmm well there is another alternative i could accelerate growth in the thermobooster and create a crystal in about er twenty four hours
34693,yes a most personable young lady practical too she seems very fond of you billy
34694,well it is home for the moment at least until the navipods fixed personally speaking i rather like it
34695,excellent
34696,have you managed to speak to her at all
34697,how appropriate
34698,i said for a primitive piece of technology it certainly delivers the decibels
34699,bad no rather nice in fact
34700,er have you known each other long
34701,come on lets go down to the front
34702,i was wondering ray if
34703,lovely dance
34704,ah you navarinos have a notoriously high metabolic rate
34705,excuse me murray
34706,there there theres many a slap twixt a cup and a lap ray
34707,if you kill for money let the girl go shes worth nothing to you
34708,do you feel all right nothing hurt or broken
34709,im afraid he was paid in kind you see this signal beacon it exploded from the inside obviously the bannermen locked into his signal and fired off a high impulse beam right along his transmission track
34710,im afraid so ionised
34711,yes a poignant reminder that violence always rebounds on itself but we must warn the others that an attack is imminent
34712,mel mel are you all right
34713,well im afraid thatll have to wait do you know where delta and billy have gone
34714,well weve got to find them as quick as we can and organise an evacuation of the camp the bannermen are on their way
34715,good but theyll be one short
34716,yes but i must try and find delta and billy do you know where they might be ray
34717,well were going to have to keep looking for them until we find them but first we must convince burton to evacuate the camp mel you find murray ray come with me
34718,an excellent summary mister burton now if you start right away then well be able to get them to safety
34719,i thought you might be a little skeptical what can i do to convince you
34720,listen mister burton if you dont act right away innocent people will die i will do whatever i can to convince you im not suffering from some sort of delusion
34721,of course but lets go quickly
34722,its called a tardis an acronym for time and relative dimensions in space
34723,yes with pleasure but first things first we must clear the camp
34724,i see youve got everything under control murray we must go and see the crystal if its ready then you must leave
34725,its almost regrown just another half hour and then youve got to leave whether i come back or not
34726,ive got to find delta mel you stay here and organise things come on lets go ray
34727,did you come here with billy often
34728,could it be hidden
34729,well theyre not here come on
34730,excuse me have you seen a couple go by a fellow on a big black bike and a lady with a green polka dot dress
34731,are there any other places ray
34732,well lets give it a try
34733,ah these tyre marks show a heavy motorcycle and sidecar come on
34734,found you at last
34735,yes we overheard a space mercenary give the position of the camp theres a price on your head
34736,murrays fixing the bus he shouldnt be long then you can leave so weve got to go back now
34737,stop stop stop stop hes not following us
34738,my immediate objectives are to set them free and find delta and the baby somewhere safe
34739,shush those marks behind her ear are high frequency antennae what are you picking up
34740,does he keep bees
34741,quick
34742,oh and im the doctor
34743,is it possible for these people to stay with you for a few hours
34744,im going to have to leave at once i wonder if you could lend me a pillowcase and a broom handle
34745,splendid oh billy may i borrow your bike
34746,ill treat it as if it were the tardis
34747,your charm is only matched by your compassion
34748,because youre in enough trouble already gavrok release those prisoners and i will testify that you showed some mercy
34749,we agree to differ but you should know that delta has sworn a statement alleging invasion and genocide of the chimerons you will be brought to account gavrok and made to pay for your actions
34750,life what do you know about life gavrok you deal in death lies treachery and murder are your currency you promise life but in the end it will be life which defeats you
34751,as you will i came here under a white flag and i will leave under that same white flag and woe betide any man who breaches its integrity now step aside release those prisoners
34752,yes theres more to this than we can fry mel
34753,no and i dont think they intended to
34754,which way that way
34755,in order to lengthen our odds may i borrow a length of your ribbon
34756,ah were not in the clear yet er ray tells me youve got some honey stored goronwy
34757,excellent billy ray you come with me and goronwy ive got one final thing to do
34758,she saved deltas life with a warning cry shes now into the singing time
34759,certainly wed better get back to the tardis so well get ready to leave immediately
34760,head em up roll em out
34761,stay back the tardis has been boobytrapped
34762,see up there next to the light theres a small beam weapon it emits a cone of sensitivity all round the tardis anything entering that cone detonates an explosion
34763,i dont know its a very sophisticated system
34764,i did warn you if youd have stepped into that beam youd have been atomised
34765,take everyone back to the camp
34766,let me stay here and try and work out how to diffuse that boobytrap because if it explodes with its full force it could take us all with it
34767,well i was marking out where the sonic cone meets the ground
34768,well you see the beam casts a shadow at the base of the tardis now if we could tunnel under the cone and come up in that shadow then perhaps i could disarm it
34769,yes i know its time consuming but its our only choice
34770,apart from plan b run
34771,oh excellent effort mister burton but the weapon were using will be a little more sophisticated are you ready billy
34772,right lets roll
34773,a moments impatience would mean our certain annihilation                doctor
34774,its over we won
34775,now come and see your new spaceship delta princess
34776,i know without a male the race will be wiped out but i havent seen many examples of species crossing there could be the most dreadful mutation
34777,i cant condone this foolishness but then love has never been known for its rationality
34778,i was just speculating what this vehicle would be like with more sophisticated braking and suspension systems
34779,no dont worry gavrok absorbed so much energy that the device has lost all its power
34780,oh what a sweet gesture oh youre more than a collector goronwy youre a man of taste
34781,i believe this is your satellite gentlemen
34782,iceworld a space trading colony on the dark side of the planet svartos space travellers stop there for supplies ive been picking up a faint tracking signal for some time i think theres something interesting going on there mel      announcer
34783,oh trust not appearances mel you never know what might be lurking in the freezer chests think gothic
34784,glitz
34785,ive regenerated the difference is purely perceptual
34786,whats this glitz not another one of your dodgy deals backfired
34787,you mean
34788,er steady on there mel
34789,glitz
34790,i think youd better pay back the money glitz
34791,why not
34792,youve only got yourself to blame
34793,oh really mel its fascinating travellers claim to have seen it throughout the centuries but theres never been any proof
34794,loch
34795,absolutely
34796,wont you get into trouble with your boss
34797,well i dont see why not
34798,treasure
34799,fascinating absolutely fascinating
34800,it shows the lower levels of iceworld
34801,the ice garden the singing trees
34802,wheres your sense of adventure glitz
34803,where
34804,my sentiments precisely whats your name incidentally
34805,oh how do you do im the doctor and this is my friend mel
34806,nonsense glitz time for a quick adventure then back for tea
34807,and i was so looking forward to meeting a dragon
34808,have you seen any singing trees or ice gardens glitz
34809,well since weve come from that direction i think we should go in that direction then again
34810,singing trees
34811,use your imagination glitz willow trees something like that
34812,air current causes the crystal membranes to vibrate
34813,yes whats it do
34814,yes some sort of optoelectronic circuit but why i mean whats it doing here
34815,possibly come on glitz tempus fugit i want to be back in time for tea
34816,glitz glitz glitz
34817,glitz i sympathise with your disappointment but im about to plummet to my death
34818,glitz
34819,glitz
34820,i say thank you
34821,why dont you explain the problem to him
34822,ah
34823,these types never have any sense of fair play
34824,ah hang on there a minute glitz im engaged in a project of scientific curiosity i mean that dragon or whatever it may turn out to be could be an undiscovered species
34825,you have me there glitz without the map ill never find the creature
34826,all right then wheres the nosferatu berthed
34827,ill do my best
34828,excuse me whats your attitude towards the nature of existence for example do you hold any strong theological opinions
34829,i see thats a very interesting concept
34830,well how do you reconcile that with the empirical critical belief that experience is at the root of all phenomena
34831,so what youre saying is that before plato existed someone had to have the idea of plato
